title,link
Nhận nhân vật 5 sao miễn phí nào tốt nhất trong Honkai: Star Rail 4.0?,https://cellphones.com.vn/sforum/nhan-vat-5-sao-mien-phi-manh-nhat-honkai-star-rail-4-0
Tết này tặng gì để gia đình sống khỏe mỗi ngày? Gợi ý quà sức khỏe đáng mua 2026,https://cellphones.com.vn/sforum/mon-qua-suc-khoe-tet-2026-cho-bo-me
Top Cách Tăng Tương Tác Bài Viết Facebook Không Lo Giảm Reach 2025,https://www.techrum.vn/threads/top-c%C3%A1ch-t%C4%83ng-t%C6%B0%C6%A1ng-t%C3%A1c-b%C3%A0i-vi%E1%BA%BFt-facebook-kh%C3%B4ng-lo-gi%E1%BA%A3m-reach-2025.892492/
==> 20 chiếc Dell precision chuyên đồ họa cao cấp.,https://www.techrum.vn/threads/20-chi%E1%BA%BFc-dell-precision-chuy%C3%AAn-%C4%91%E1%BB%93-h%E1%BB%8Da-cao-c%E1%BA%A5p.882382/
Case Study Thực Tế: Mở Phòng Net 20 Máy Với Vốn 250 Triệu – Mô Hình Tối Ưu Cho Người Mới,https://www.techrum.vn/threads/case-study-th%E1%BB%B1c-t%E1%BA%BF-m%E1%BB%9F-ph%C3%B2ng-net-20-m%C3%A1y-v%E1%BB%9Bi-v%E1%BB%91n-250-tri%E1%BB%87u-%E2%80%93-m%C3%B4-h%C3%ACnh-t%E1%BB%91i-%C6%AFu-cho-ng%C6%B0%E1%BB%9Di-m%E1%BB%9Bi.892484/
"Luật Trí tuệ nhân tạo chính thức áp dụng từ 1/3: Nội dung AI bắt buộc phải gắn nhãn, deepfake lừa đảo bị cấm",https://www.techz.vn/209-326-2-luat-tri-tue-nhan-tao-chinh-thuc-ap-dung-tu-1-3-noi-dung-ai-bat-buoc-phai-gan-nhan-deepfake-lua-dao-bi-cam-ylt680911.html
"Samsung bất ngờ ‘úp mở’ tương lai Galaxy S26 Edge và Galaxy Z TriFold 2, chuyện gì đang xảy ra?",https://www.techz.vn/209-326-2-samsung-bat-ngo-up-mo-tuong-lai-galaxy-s26-edge-va-galaxy-z-trifold-2-chuyen-gi-dang-xay-ra-ylt680823.html
"Tiết lộ lý do khiến giá bán các flagship như iPhone 17 Pro Max, Galaxy S26 Ultra ngày càng tăng cao",https://www.techz.vn/209-226-2-tiet-lo-ly-do-khien-gia-ban-cac-flagship-nhu-iphone-17-pro-max-galaxy-s26-ultra-ngay-cang-tang-cao-ylt680763.html
"Chọn mua iPhone tặng nàng 8/3, giá phải chăng, màn lớn, màu đẹp nhìn là mê",https://www.techz.vn/40-226-1-chon-mua-iphone-tang-nang-8-3-gia-phai-chang-man-lon-mau-dep-nhin-la-me-ylt680730.html
"Tiến sĩ Việt chia tay OpenAI, tạm dừng sự nghiệp vì áp lực kéo dài",https://www.techz.vn/209-226-2-tien-si-viet-chia-tay-openai-tam-dung-su-nghiep-vi-ap-luc-keo-dai-ylt680681.html
"Galaxy S26 Ultra ra mắt, Xiaomi 15 Ultra xả kho cực rẻ đón đầu ‘vua AI Phone’",https://www.techz.vn/209-226-1-galaxy-s26-ultra-ra-mat-xiaomi-15-ultra-xa-kho-cuc-re-don-dau-vua-ai-phone-ylt680674.html
"iPhone 14 xuống giá khủng, vua iPhone giá rẻ mới của Apple tại Việt Nam cho người dùng ví mỏng",https://www.techz.vn/189-226-1-iphone-14-xuong-gia-khung-vua-iphone-gia-re-moi-cua-apple-tai-viet-nam-cho-nguoi-dung-vi-mong-ylt680669.html
"Galaxy S26 Plus ra mắt, Galaxy S25 Plus hạ giá kịch sàn, AI thông minh vượt mặt iPhone 17",https://www.techz.vn/209-226-1-galaxy-s26-plus-ra-mat-galaxy-s25-plus-ha-gia-kich-san-ai-thong-minh-vuot-mat-iphone-17-ylt680664.html
Laptop mô-đun và thách thức về giá trong thị trường công nghệ,https://viettimes.vn/laptop-mo-dun-va-thach-thuc-ve-gia-trong-thi-truong-cong-nghe-post195152.html
Anh cân nhắc cấm trẻ em dưới 16 tuổi truy cập mạng xã hội nhằm bảo vệ sức khỏe tâm thần,https://viettimes.vn/anh-can-nhac-cam-tre-em-duoi-16-tuoi-truy-cap-mang-xa-hoi-nham-bao-ve-suc-khoe-tam-than-post195151.html
Công thức “lột xác” của ngành ô tô Trung Quốc nhìn từ vụ xe “cứu chủ” trên cao tốc đi TP.HCM,https://viettimes.vn/cong-thuc-lot-xac-cua-nganh-o-to-trung-quoc-nhin-tu-vu-xe-cuu-chu-tren-cao-toc-di-tphcm-post195104.html
Điện thoại Leica Leitzphone đậm chất máy ảnh về Việt Nam,https://viettimes.vn/dien-thoai-leica-leitzphone-dam-chat-may-anh-ve-viet-nam-post195137.html
An cung ngưu hoàng hoàn dùng thế nào mới đúng? Chuyên gia Trung y cảnh báo tác dụng phụ,https://viettimes.vn/an-cung-nguu-hoang-hoan-dung-the-nao-moi-dung-chuyen-gia-trung-y-canh-bao-tac-dung-phu-post195138.html
Iran tuyên bố đã tấn công 27 căn cứ quân sự của Mỹ trong khu vực và tổng hành dinh quân đội Israel,https://viettimes.vn/iran-tuyen-bo-da-tan-cong-27-can-cu-quan-su-cua-my-trong-khu-vuc-va-tong-hanh-dinh-quan-doi-israel-post195136.html
Áp dụng quy chuẩn khí thải mới với ô tô từ 1/3: Chủ xe cần lưu ý điều gì?,https://viettimes.vn/ap-dung-quy-chuan-khi-thai-moi-voi-o-to-tu-13-chu-xe-can-luu-y-dieu-gi-post195129.html
Ai sẽ là người thay thế ông Khamenei?,https://viettimes.vn/ai-se-la-nguoi-thay-the-ong-khamenei-post195128.html
"Đánh võng giữa đường, 2 thanh niên 19 tuổi lĩnh loạt lỗi nặng",https://viettimes.vn/danh-vong-giua-duong-2-thanh-nien-19-tuoi-linh-loat-loi-nang-post195119.html
"Bị ô tô bán tải tạt đầu, nữ tài xế xe máy chở trẻ em ngã sát xe đầu kéo",https://viettimes.vn/bi-o-to-ban-tai-tat-dau-nu-tai-xe-xe-may-cho-tre-em-nga-sat-xe-dau-keo-post195110.html
Trung Quốc phô diễn kỹ năng ấn tượng của Robot AI trước Thủ tướng Đức,https://viettimes.vn/trung-quoc-pho-dien-ky-nang-an-tuong-cua-robot-ai-truoc-thu-tuong-duc-post195083.html
T&T Group của Bầu Hiển muốn trở thành nhà đầu tư chiến lược tại Đắk Lắk,https://viettimes.vn/tt-group-cua-bau-hien-muon-tro-thanh-nha-dau-tu-chien-luoc-tai-dak-lak-post195148.html
CSGT Đắk Lắk khuyến cáo về 'điểm mù' sau vụ người phụ nữ bị cuốn vào gầm container,https://tuoitre.vn/csgt-dak-lak-khuyen-cao-ve-diem-mu-sau-vu-nguoi-phu-nu-bi-cuon-vao-gam-container-20260302103429231.htm
"Giải cơn khát bàn thắng V-League, Xuân Son gửi tín hiệu vui tới tuyển Việt Nam",https://tuoitre.vn/giai-con-khat-ban-thang-v-league-xuan-son-gui-tin-hieu-vui-toi-tuyen-viet-nam-20260302095853837.htm
Bệnh viện Mắt quốc tế Sài Gòn - Gia Lai hợp tác chuyên môn,https://tuoitre.vn/benh-vien-mat-quoc-te-sai-gon-gia-lai-hop-tac-chuyen-mon-20260302095436468.htm
Thông tin 'xịt thuốc mê' cướp tài sản ở Đắk Lắk lan truyền trên mạng xã hội là sai sự thật,https://tuoitre.vn/thong-tin-xit-thuoc-me-cuop-tai-san-o-dak-lak-lan-truyen-tren-mang-xa-hoi-la-sai-su-that-20260302094913282.htm
Bí thư Thành ủy TP.HCM Trần Lưu Quang: Thêm vai đại biểu Quốc hội sẽ hỗ trợ công việc tốt hơn,https://tuoitre.vn/bi-thu-thanh-uy-tp-hcm-tran-luu-quang-them-vai-dai-bieu-quoc-hoi-se-ho-tro-cong-viec-tot-hon-20260302095220904.htm
Khen thưởng người kiên trì hô hấp nhân tạo 20 phút cứu bé trai đuối nước,https://tuoitre.vn/khen-thuong-nguoi-kien-tri-ho-hap-nhan-tao-20-phut-cuu-be-trai-duoi-nuoc-20260302092115.htm
"Chiều tối mai 3-3, người dân Việt Nam có thể ngắm 'trăng máu'",https://tuoitre.vn/chieu-toi-mai-3-3-nguoi-dan-viet-nam-co-the-ngam-trang-mau-2026030209093551.htm
Đầu tư và câu hỏi giá còn tăng nữa không!?,https://tuoitre.vn/dau-tu-va-cau-hoi-gia-con-tang-nua-khong-20260302085208265.htm
HLV Rosenior nói gì khi Chelsea phải nhận chiếc thẻ đỏ thứ 10?,https://tuoitre.vn/hlv-rosenior-noi-gi-khi-chelsea-phai-nhan-chiec-the-do-thu-10-20260302085158858.htm
Khi AI tham gia chiến trường Israel,https://tuoitre.vn/khi-ai-tham-gia-chien-truong-israel-20260227164849494.htm
Chiến sự Iran: Tàn cuộc sẽ ra sao?,https://tuoitre.vn/chien-su-iran-tan-cuoc-se-ra-sao-2026030200442433.htm
Vì sao Nhật Bản &amp;apos;khát&amp;apos; nguồn nhân lực bán dẫn Việt Nam?,https://vietnamnet.vn/vi-sao-nhat-ban-khat-nguon-nhan-luc-ban-dan-viet-nam-2375367.html
Việt Nam sẽ xây dựng nhà máy chế tạo chip bán dẫn công nghệ cao,https://vietnamnet.vn/viet-nam-se-xay-dung-nha-may-che-tao-chip-ban-dan-cong-nghe-cao-2375131.html
Doanh nghiệp nước ngoài sẽ được đầu tư vệ tinh tầm thấp tại Việt Nam,https://vietnamnet.vn/doanh-nghiep-nuoc-ngoai-se-duoc-dau-tu-ve-tinh-tam-thap-tai-viet-nam-2374565.html
Công nghiệp bán dẫn Việt Nam trước cơ hội ‘trăm năm có một’,https://vietnamnet.vn/cong-nghiep-ban-dan-viet-nam-truoc-co-hoi-tram-nam-co-mot-2373527.html
Nhà mạng được hưởng chính sách đặc biệt khi đầu tư phát triển mạng 5G,https://vietnamnet.vn/nha-mang-duoc-huong-chinh-sach-dac-biet-khi-dau-tu-phat-trien-mang-5g-2373222.html
Khai mạc Diễn đàn quốc gia về doanh nghiệp công nghệ số Việt Nam,https://vietnamnet.vn/khai-mac-dien-dan-quoc-gia-ve-doanh-nghiep-cong-nghe-so-viet-nam-2363505.html
Nhiều doanh nghiệp tại Việt Nam sẵn sàng trả lương cao cho nhân sự mảng AI,https://vietnamnet.vn/luong-nhan-su-mang-ai-tai-viet-nam-cao-hon-cac-vi-tri-khac-tu-10-50-2329599.html
"Việt Nam cần xây dựng chính phủ AI, thành phố AI",https://vietnamnet.vn/chu-tich-cmc-hien-ke-viet-nam-can-xay-dung-chinh-phu-ai-thanh-pho-ai-2326001.html
Hợp tác đưa giải pháp an toàn thông tin ‘Make in Viet Nam’ ra thị trường quốc tế,https://vietnamnet.vn/hop-tac-dua-giai-phap-an-toan-thong-tin-make-in-viet-nam-ra-thi-truong-quoc-te-2278712.html
"Hơn 90% sản phẩm, dịch vụ đạt giải Sao Khuê 2024 tích hợp ứng dụng AI",https://vietnamnet.vn/hon-90-san-pham-dich-vu-dat-giai-sao-khue-2024-co-tich-hop-ung-dung-ai-2270092.html
Cơ hội rộng mở tại thị trường nước ngoài cho doanh nghiệp công nghệ số Việt Nam,https://vietnamnet.vn/co-hoi-rong-mo-tai-thi-truong-nuoc-ngoai-cho-doanh-nghiep-cong-nghe-so-viet-nam-2263991.html
Bước khởi đầu cho hành trình xây dựng hạ tầng logistics thông minh,https://vietnamnet.vn/buoc-khoi-dau-cho-hanh-trinh-xay-dung-ha-tang-logistics-thong-minh-2240621.html
Bộ Chiến tranh Mỹ dùng AI trong quyết định tấn công Iran,https://znews.vn/bo-chien-tranh-my-dung-ai-trong-quyet-dinh-tan-cong-iran-post1631460.html
Galaxy S26 có gì hay?,https://znews.vn/nhung-tinh-nang-moi-tren-galaxy-s26-post1630218.html
Tin buồn cho người muốn mua TV năm nay,https://znews.vn/tv-sap-tang-gia-manh-post1630128.html
Galaxy S26 là phép thử của cả thị trường di động năm nay,https://znews.vn/phep-thu-cua-samsung-va-thi-truong-di-dong-post1630632.html
OpenAI xô đổ kỷ lục gọi vốn,https://znews.vn/openai-xo-do-ky-luc-goi-von-post1631111.html
Điện thoại giá rẻ sẽ được trang bị thêm nhiều tính năng AI,https://dantri.com.vn/suc-manh-so/dien-thoai-gia-re-se-duoc-trang-bi-them-nhieu-tinh-nang-ai-20250213150704704.htm
Đồ công nghệ giảm giá cả triệu đồng dịp Lễ Tình nhân,https://dantri.com.vn/suc-manh-so/do-cong-nghe-giam-gia-ca-trieu-dong-dip-le-tinh-nhan-20250213090011845.htm
Apple ra mắt Powerbeats Pro 2 - Tai nghe không dây có tính năng đo nhịp tim,https://dantri.com.vn/suc-manh-so/apple-ra-mat-powerbeats-pro-2-tai-nghe-khong-day-co-tinh-nang-do-nhip-tim-20250212123953484.htm
Tin vui cho người khai thác tiền ảo Pi Network,https://dantri.com.vn/suc-manh-so/tin-vui-cho-nguoi-khai-thac-tien-ao-pi-network-20250212095550721.htm
"CEO OpenAI bình luận mỉa mai khi Elon Musk muốn mua công ty giá 97,4 tỷ USD",https://dantri.com.vn/suc-manh-so/ceo-openai-binh-luan-mia-mai-khi-elon-musk-muon-mua-cong-ty-gia-974-ty-usd-20250211095743590.htm
Công cụ DeepSeek và những thách thức đối với doanh nghiệp công nghệ Việt,https://dantri.com.vn/suc-manh-so/cong-cu-deepseek-va-nhung-thach-thuc-doi-voi-doanh-nghiep-cong-nghe-viet-20250207170651533.htm
"Điểm tuần: iPhone giá rẻ chuẩn bị lên kệ, OpenAI ra mắt công cụ AI mới",https://dantri.com.vn/suc-manh-so/diem-tuan-iphone-gia-re-chuan-bi-len-ke-openai-ra-mat-cong-cu-ai-moi-20250208173615046.htm
Công ty Trung Quốc ra mắt AI tạo video giả mạo giống hệt như thật,https://dantri.com.vn/suc-manh-so/cong-ty-trung-quoc-ra-mat-ai-tao-video-gia-mao-giong-het-nhu-that-20250206125927906.htm
Galaxy S25 Ultra giảm giá sâu dù chưa tới tay người dùng,https://dantri.com.vn/suc-manh-so/galaxy-s25-ultra-giam-gia-sau-du-chua-toi-tay-nguoi-dung-20250206222445626.htm
"Thêm một quốc gia đưa DeepSeek vào ""danh sách đen"" vì lo ngại an toàn",https://dantri.com.vn/suc-manh-so/them-mot-quoc-gia-dua-deepseek-vao-danh-sach-den-vi-lo-ngai-an-toan-20250207010846848.htm
Danh tính tin tặc 22 tuổi lấy cắp 48 triệu USD từ sàn tiền điện tử Việt,https://dantri.com.vn/suc-manh-so/danh-tinh-tin-tac-22-tuoi-lay-cap-48-trieu-usd-tu-san-tien-dien-tu-viet-20250205102230865.htm
"Chiến thắng của Trung Quốc trong cuộc đua AI và nỗi sợ ""con dao hai lưỡi""",https://dantri.com.vn/suc-manh-so/chien-thang-cua-trung-quoc-trong-cuoc-dua-ai-va-noi-so-con-dao-hai-luoi-20250204115408271.htm
CEO OpenAI sẽ không kiện DeepSeek của Trung Quốc,https://dantri.com.vn/suc-manh-so/ceo-openai-se-khong-kien-deepseek-cua-trung-quoc-20250204153719873.htm
"Bất chấp các lo ngại, DeepSeek trở thành chatbot AI phổ biến thứ 2 thế giới",https://dantri.com.vn/suc-manh-so/bat-chap-cac-lo-ngai-deepseek-tro-thanh-chatbot-ai-pho-bien-thu-2-the-gioi-20250204150935977.htm
"Hai tuần sau ra mắt, tiền số trò đùa liên quan Tổng thống Trump còn lại gì?",https://dantri.com.vn/suc-manh-so/hai-tuan-sau-ra-mat-tien-so-tro-dua-lien-quan-tong-thong-trump-con-lai-gi-20250203222034651.htm
OpenAI ra mắt công cụ có thể hoạt động như nhà nghiên cứu,https://dantri.com.vn/suc-manh-so/openai-ra-mat-cong-cu-co-the-hoat-dong-nhu-nha-nghien-cuu-20250203213056440.htm
"Apple, Microsoft và những phản ứng khó ngờ với công cụ AI DeepSeek",https://dantri.com.vn/suc-manh-so/apple-microsoft-va-nhung-phan-ung-kho-ngo-voi-cong-cu-ai-deepseek-20250203104145873.htm
Nỗi đau dai dẳng của Mark Zuckerberg,https://dantri.com.vn/suc-manh-so/noi-dau-dai-dang-cua-mark-zuckerberg-20250202230855117.htm
Tiết lộ mới về iPhone màn hình gập,https://dantri.com.vn/suc-manh-so/tiet-lo-moi-ve-iphone-man-hinh-gap-20250202001217816.htm
Tổng thống Trump gặp CEO Nvidia tại Nhà Trắng: Tìm cách kìm hãm DeepSeek?,https://dantri.com.vn/suc-manh-so/tong-thong-trump-gap-ceo-nvidia-tai-nha-trang-tim-cach-kim-ham-deepseek-20250201212309502.htm
Nâng cấp laptop AI: Sự lựa chọn đáng cân nhắc cho năm mới hiện đại,https://dantri.com.vn/suc-manh-so/nang-cap-laptop-ai-su-lua-chon-dang-can-nhac-cho-nam-moi-hien-dai-20250204135336980.htm
Toàn cảnh bức tranh DeepSeek làm thức tỉnh những gã khổng lồ công nghệ,https://dantri.com.vn/suc-manh-so/toan-canh-buc-tranh-deepseek-lam-thuc-tinh-nhung-ga-khong-lo-cong-nghe-20250131023014346.htm
Mỹ và nhiều quốc gia phương Tây lo ngại về tính an toàn của DeepSeek,https://dantri.com.vn/suc-manh-so/my-va-nhieu-quoc-gia-phuong-tay-lo-ngai-ve-tinh-an-toan-cua-deepseek-20250131150853981.htm
Alibaba ra mắt AI đánh bại ChatGPT và DeepSeek,https://dantri.com.vn/suc-manh-so/alibaba-ra-mat-ai-danh-bai-chatgpt-va-deepseek-20250131143005776.htm
Hướng dẫn dùng DTchat tra cứu mức phạt vi phạm giao thông,https://dantri.com.vn/suc-manh-so/huong-dan-dung-dtchat-tra-cuu-muc-phat-vi-pham-giao-thong-20250128163339541.htm
Mã nguồn của phần mềm AI DeepSeek hé lộ nhiều điều bất ngờ,https://dantri.com.vn/suc-manh-so/ma-nguon-cua-phan-mem-ai-deepseek-he-lo-nhieu-dieu-bat-ngo-20250131004242202.htm
"DeepSeek đối mặt làn sóng phản ứng quốc tế, gỡ khỏi cửa hàng ứng dụng",https://dantri.com.vn/suc-manh-so/deepseek-doi-mat-lan-song-phan-ung-quoc-te-go-khoi-cua-hang-ung-dung-20250131010542568.htm
Màn vũ đạo đón Tết Nguyên đán của robot hình người gây kinh ngạc,https://dantri.com.vn/suc-manh-so/man-vu-dao-don-tet-nguyen-dan-cua-robot-hinh-nguoi-gay-kinh-ngac-20250129153149815.htm
"DeepSeek làm vỡ bong bóng AI, đưa nước Mỹ bước vào kỷ băng hà công nghệ?",https://dantri.com.vn/suc-manh-so/deepseek-lam-vo-bong-bong-ai-dua-nuoc-my-buoc-vao-ky-bang-ha-cong-nghe-20250129194455833.htm
Công cụ AI DeepSeek là gì mà khiến cả thế giới rúng động?,https://dantri.com.vn/suc-manh-so/cong-cu-ai-deepseek-la-gi-ma-khien-ca-the-gioi-rung-dong-20250129031108391.htm
Loạt máy tính bảng Android giảm giá tiền triệu dịp cận Tết,https://dantri.com.vn/suc-manh-so/loat-may-tinh-bang-android-giam-gia-tien-trieu-dip-can-tet-20250120014514245.htm
"Thành lập Liên minh ứng phó, khắc phục sự cố an ninh mạng quốc gia",https://dantri.com.vn/suc-manh-so/thanh-lap-lien-minh-ung-pho-khac-phuc-su-co-an-ninh-mang-quoc-gia-20250120140344068.htm
4 công cụ đột phá trên Galaxy S25 series hỗ trợ đắc lực cho người dùng,https://dantri.com.vn/suc-manh-so/4-cong-cu-dot-pha-tren-galaxy-s25-series-ho-tro-dac-luc-cho-nguoi-dung-20250126103801357.htm
Tiền số trò đùa liên quan đến ông Trump gây náo loạn thị trường,https://dantri.com.vn/suc-manh-so/tien-so-tro-dua-lien-quan-den-ong-trump-gay-nao-loan-thi-truong-20250120095834369.htm
Galaxy S25 series: Sở hữu trợ lý ảo giống như Jarvis trong phim Iron Man,https://dantri.com.vn/suc-manh-so/galaxy-s25-series-so-huu-tro-ly-ao-giong-nhu-jarvis-trong-phim-iron-man-20250125161629342.htm
Cùng em cắp sách tới trường,https://tienphong.vn/cung-em-cap-sach-toi-truong-post643815.tpo
Người cha nghiêm khắc của hai kỷ lục gia,https://plo.vn/nguoi-cha-nghiem-khac-cua-hai-ky-luc-gia-post558345.html
Đế chế kinh doanh không tưởng của Elon Musk: Tạo ra cả một nền kinh tế khi sở hữu 2 công ty vốn hoá trên 1.000 tỷ USD,https://cafebiz.vn/de-che-kinh-doanh-khong-tuong-cua-elon-musk-tao-ra-ca-mot-nen-kinh-te-khi-so-huu-2-cong-ty-von-hoa-tren-1000-ty-usd-176260204160027898.chn
Chính thức khởi công xây dựng nhà máy chế tạo chip bán dẫn đầu tiên tại Việt Nam,https://cafebiz.vn/chinh-thuc-khoi-cong-xay-dung-nha-may-che-tao-chip-ban-dan-dau-tien-tai-viet-nam-176260116111019771.chn
Hãng robot Mỹ chọn TP.HCM làm cứ điểm sản xuất chó máy toàn cầu,https://cafebiz.vn/hang-robot-my-chon-tphcm-lam-cu-diem-san-xuat-cho-may-toan-cau-176260107142730647.chn
